step,train/eps,train/objective/kl,train/objective/entropy,train/objective/non_score_reward,train/objective/rlhf_reward,train/objective/scores,train/policy/approxkl_avg,train/policy/clipfrac_avg,train/loss/policy_avg,train/loss/value_avg,train/val/clipfrac_avg,train/policy/entropy_avg,train/val/ratio,train/val/ratio_var,train/val/num_eos_tokens,train/lr,train/episode,train/epoch
225,1.0,0.02271091938018799,-27.638996124267578,-0.0011355460155755281,4.076893329620361,4.078028678894043,1.4095347111720002e-08,nan,nan,9.441823959350586,0.0,0.8848078846931458,1.0000005960464478,9.433461650720787e-11,31.0,4.785877990798326e-06,3600.0,0.4000000059604645
226,1.0,0.06418687105178833,-12.410140991210938,-0.003209343645721674,3.7161123752593994,3.7193217277526855,2.6439098022024154e-08,0.0,-0.17691169679164886,7.914416313171387,0.0,0.9274811744689941,1.000016212463379,6.304855526551023e-10,41.0,4.783989879797446e-06,3616.0,0.4017777740955353
227,1.0,0.06439864635467529,-15.723752975463867,-0.0032199323177337646,3.8205015659332275,3.823721408843994,4.7352735066397145e-08,nan,nan,7.744243621826172,0.0,1.0381190776824951,1.0000028610229492,1.2020265893752935e-09,31.0,4.7820940380916e-06,3632.0,0.4035555422306061
228,1.0,0.054626673460006714,7.740987777709961,-0.0027313334867358208,3.917952060699463,3.9206833839416504,1.0458798271884007e-08,nan,nan,4.994405746459961,0.0,0.9631984233856201,0.9999935626983643,1.032715857274269e-10,21.0,4.780190010933438e-06,3648.0,0.40533334016799927
229,1.0,0.029290199279785156,-8.082721710205078,-0.001464510103687644,3.704829454421997,3.706294059753418,3.661887149064569e-08,0.0,-0.16526678204536438,5.102660179138184,0.0,0.9423768520355225,1.0000126361846924,2.7138242764124243e-09,32.0,4.778278253070312e-06,3664.0,0.40711110830307007
230,1.0,-0.04481205344200134,-18.73007583618164,0.002240602858364582,3.6549243927001953,3.652683734893799,4.939013109606094e-08,nan,nan,8.60743236541748,0.0,0.8151764273643494,1.0000063180923462,4.3156589413229085e-10,32.0,4.77635876450222e-06,3680.0,0.40888887643814087
231,1.0,0.045377567410469055,13.88430118560791,-0.0022688782773911953,3.29837703704834,3.3006458282470703,1.1758325868527209e-08,0.0,0.05291541665792465,2.5243139266967773,0.0,1.1464900970458984,1.000004529953003,4.47831410843591e-10,23.0,4.774431090481812e-06,3696.0,0.41066667437553406
232,1.0,0.064236581325531,-5.148457050323486,-0.0032118288800120354,3.6648037433624268,3.668015480041504,1.4497508082911281e-08,0.0,0.05322309583425522,3.168254852294922,0.0,0.9801837801933289,1.000003695487976,4.3929895832128807e-10,22.0,4.77249614050379e-06,3712.0,0.41244444251060486
233,1.0,0.04419711232185364,11.565948486328125,-0.0022098557092249393,3.6730802059173584,3.675290107727051,1.1828170443095587e-08,0.0,-0.0033661630004644394,5.3821210861206055,0.0,1.1935169696807861,0.9999986886978149,2.0466413286346352e-10,28.0,4.7705525503261015e-06,3728.0,0.41422221064567566
234,1.0,0.01913541555404663,-21.03234100341797,-0.0009567707311362028,3.8159055709838867,3.8168623447418213,1.5913933282263315e-08,0.0,-0.2621377408504486,5.884194850921631,0.0,0.9989380240440369,0.9999935030937195,1.0494878299738275e-09,37.0,4.7686016841907986e-06,3744.0,0.41600000858306885
235,1.0,-0.007171154022216797,-9.494335174560547,0.0003585577942430973,3.840470314025879,3.84011173248291,5.606962005799687e-09,nan,nan,7.004266738891602,0.0,0.7505847215652466,1.000002384185791,5.938159686191824e-11,23.0,4.76664263260318e-06,3760.0,0.41777777671813965
236,1.0,0.048015981912612915,-27.430269241333008,-0.002400799188762903,3.6842875480651855,3.6866884231567383,8.690687280932252e-09,nan,nan,9.589170455932617,0.0,0.8082480430603027,1.000002145767212,1.563312396202221e-10,31.0,4.764675850310596e-06,3776.0,0.41955554485321045
237,1.0,0.03968355059623718,3.623175621032715,-0.0019841776229441166,3.4030392169952393,3.4050233364105225,2.0886611551418355e-08,0.0,-0.012707222253084183,4.174093246459961,0.0,0.9524356126785278,1.000009536743164,3.380579982614762e-10,24.0,4.762701337313047e-06,3792.0,0.42133334279060364
238,1.0,-0.0066416263580322266,-15.62988567352295,0.00033208116656169295,3.8742098808288574,3.873877763748169,5.066635999639857e-09,nan,nan,6.8055877685546875,0.0,1.0611165761947632,0.999995231628418,9.945726880955519e-11,30.0,4.760718638863182e-06,3808.0,0.42311111092567444
239,1.0,0.022902846336364746,-8.775486946105957,-0.001145142363384366,3.7077529430389404,3.7088980674743652,7.645662769562023e-09,0.0,-0.08871783316135406,5.046926498413086,0.0,0.9693750739097595,0.9999991059303284,1.4529734360113622e-10,32.0,4.758728209708352e-06,3824.0,0.42488887906074524
240,1.0,0.03733718395233154,-31.984514236450195,-0.0018668592674657702,4.180772304534912,4.182639122009277,2.5375088696932835e-08,nan,nan,12.889725685119629,0.0,0.8970619440078735,1.0000137090682983,8.566357623251974e-10,35.0,4.7567300498485565e-06,3840.0,0.4266666769981384
241,1.0,0.012048870325088501,16.36244773864746,-0.00060244370251894,3.3339266777038574,3.334529161453247,1.487289313928386e-08,0.0,0.07845515012741089,3.154191017150879,0.0,1.0485342741012573,0.9999950528144836,1.4127614356151952e-10,20.0,4.754724159283796e-06,3856.0,0.42844444513320923
242,1.0,0.022940993309020996,-30.28076171875,-0.0011470499448478222,4.0230560302734375,4.024203300476074,8.308957077929335e-09,nan,nan,7.381742000579834,0.0,0.8480497598648071,0.9999968409538269,4.630063554778019e-10,33.0,4.752710538014071e-06,3872.0,0.43022221326828003
243,1.0,0.0034698843955993652,-30.306612014770508,-0.00017349416157230735,3.457286834716797,3.457460403442383,8.319781841237273e-07,nan,nan,5.107165336608887,0.0,0.9005736112594604,1.0000343322753906,6.77225564515993e-09,36.0,4.75068873129203e-06,3888.0,0.4320000112056732
244,1.0,0.07397329807281494,-27.543550491333008,-0.003698664950206876,3.4694297313690186,3.473128318786621,2.756171397777507e-07,nan,nan,7.995242595672607,0.0,0.9362304210662842,1.0000340938568115,2.2936201826695424e-09,36.0,4.7486596486123744e-06,3904.0,0.433777779340744
245,1.0,0.0579758882522583,-25.273479461669922,-0.0028987943660467863,3.933481216430664,3.936379909515381,2.66166129136991e-08,nan,nan,5.305700778961182,0.0,0.8948284983634949,1.0000016689300537,6.298108562452498e-11,30.0,4.746622380480403e-06,3920.0,0.4355555474758148
246,1.0,0.04614129662513733,6.66672945022583,-0.0023070648312568665,3.6755547523498535,3.6778619289398193,1.1163153956772476e-08,0.0,-0.025429299101233482,2.803150177001953,0.0,1.0113550424575806,1.0000016689300537,9.955591906418704e-11,21.0,4.744577381643467e-06,3936.0,0.437333345413208
247,1.0,-0.024272531270980835,-39.24839401245117,0.001213626703247428,4.091124057769775,4.089910507202148,1.0138194284081692e-08,nan,nan,9.1521635055542,0.0,0.81566321849823,1.000003695487976,6.177174050048251e-11,31.0,4.742524652101565e-06,3952.0,0.4391111135482788
248,1.0,-0.011873424053192139,-28.722349166870117,0.0005936711095273495,4.001163959503174,4.000570297241211,4.147882481930765e-09,nan,nan,4.428519248962402,0.0,0.8211371898651123,0.9999998807907104,1.2648963473860242e-11,30.0,4.740464191854699e-06,3968.0,0.4408888816833496
249,1.0,0.00030943751335144043,-18.683534622192383,-1.5471887309104204e-05,3.5539586544036865,3.553974151611328,1.9647494742258687e-09,nan,nan,5.893165588378906,0.0,0.8916714191436768,1.000000238418579,8.991681531289597e-12,26.0,4.738396000902867e-06,3984.0,0.4426666796207428
250,1.0,0.014264315366744995,3.6986570358276367,-0.000713215849827975,3.3015191555023193,3.302232265472412,1.0285686080635514e-08,0.0,-0.07338391244411469,3.319254159927368,0.0,0.9702003598213196,0.9999979734420776,1.9704783638108125e-10,18.0,4.73632007924607e-06,4000.0,0.4444444477558136
251,1.0,0.04704618453979492,-14.537042617797852,-0.002352309413254261,3.6604862213134766,3.6628384590148926,1.200673160894894e-08,0.0,-0.04850856959819794,5.100457191467285,0.0,0.9757977724075317,1.000004529953003,9.78364056436476e-11,33.0,4.7342364268843085e-06,4016.0,0.4462222158908844
252,1.0,0.0884874239563942,-18.863170623779297,-0.004424371290951967,3.608689785003662,3.61311411857605,5.227838784094274e-08,nan,nan,5.908844470977783,0.0,1.0151252746582031,1.000012993812561,1.0720599963320865e-09,33.0,4.732144589070231e-06,4032.0,0.4480000138282776
253,1.0,0.09689664840698242,-23.955310821533203,-0.0048448326997458935,3.683478355407715,3.6883232593536377,2.8412770802788145e-08,nan,nan,8.801061630249023,0.0,0.9102972149848938,1.0000061988830566,5.054636154078196e-10,34.0,4.730045475298539e-06,4048.0,0.4497777819633484
254,1.0,-0.0001804828643798828,-6.916560173034668,9.024166502058506e-06,3.504817247390747,3.504808187484741,1.2705504204291174e-08,0.0,0.027287378907203674,4.0467209815979,0.0,1.0993587970733643,0.9999935626983643,2.3495860812516867e-10,24.0,4.727938630821882e-06,4064.0,0.4515555500984192
255,1.0,-0.04948285222053528,-19.266267776489258,0.0024741427041590214,4.134178638458252,4.131704330444336,2.338931537337885e-08,nan,nan,5.664626121520996,0.0,0.9681868553161621,1.0000011920928955,5.787796908407472e-10,35.0,4.72582405564026e-06,4080.0,0.4533333480358124
256,1.0,0.020809143781661987,-1.430877685546875,-0.0010404570493847132,3.5055131912231445,3.5065536499023438,1.4260816527666975e-08,0.0,-0.22378945350646973,4.181947708129883,0.0,0.940331220626831,1.0000035762786865,3.12871978325191e-10,22.0,4.723701749753673e-06,4096.0,0.4551111161708832
257,1.0,0.020521163940429688,-16.348386764526367,-0.001026058103889227,3.673743486404419,3.674769639968872,9.26712750981551e-09,nan,nan,6.682188510894775,0.0,1.0059566497802734,1.0000022649765015,4.502093489677783e-11,29.0,4.7215717131621204e-06,4112.0,0.456888884305954
258,1.0,-0.023139595985412598,-2.769077777862549,0.001156979938969016,3.7459166049957275,3.7447595596313477,4.003035236621599e-09,0.0,-0.0326760970056057,4.765498161315918,0.0,0.9745051860809326,1.0000028610229492,3.590964678390485e-11,27.0,4.719433945865603e-06,4128.0,0.4586666524410248
259,1.0,-0.03987565636634827,-17.620235443115234,0.0019937828183174133,3.822675943374634,3.8206820487976074,7.566779913759092e-07,nan,nan,6.687498092651367,0.0,0.9631131887435913,1.0000267028808594,7.334476581632998e-09,29.0,4.717288447864121e-06,4144.0,0.46044445037841797
260,1.0,0.11580851674079895,15.069499969482422,-0.005790426395833492,3.4246294498443604,3.430419921875,1.0534400871620164e-06,0.0,0.03480268269777298,2.254851818084717,0.0,1.0986511707305908,1.000048041343689,1.672433924682082e-08,23.0,4.715135219157673e-06,4160.0,0.46222221851348877
261,1.0,-0.0178661048412323,-12.265830039978027,0.0008933050557971001,3.724008560180664,3.7231152057647705,1.5745584391879675e-08,nan,nan,4.1742448806762695,0.0,1.0296101570129395,1.0000056028366089,2.1165469377137924e-10,26.0,4.712974259746261e-06,4176.0,0.46399998664855957
262,1.0,0.14973832666873932,-3.824838161468506,-0.007486917078495026,3.5352277755737305,3.5427145957946777,4.090469118978035e-08,0.0,-0.1779080331325531,4.380923748016357,0.0,0.9496570825576782,1.0000073909759521,1.6991492934881336e-10,26.0,4.710806024377234e-06,4192.0,0.46577778458595276
263,1.0,-0.03406325727701187,-15.569500923156738,0.0017031629104167223,4.050702095031738,4.048998832702637,2.504177487594461e-08,nan,nan,6.696770668029785,0.0,1.0185728073120117,1.0000101327896118,7.859419781652832e-10,26.0,4.708629603555892e-06,4208.0,0.46755555272102356
264,1.0,0.07641297578811646,-36.671329498291016,-0.003820649115368724,4.084606170654297,4.08842658996582,5.465209085286915e-08,nan,nan,9.23284912109375,0.0,0.8623732328414917,0.9999910593032837,4.706438572199545e-10,28.0,4.706445906776935e-06,4224.0,0.46933332085609436
265,1.0,0.03968250751495361,-43.247467041015625,-0.001984125468879938,3.772250175476074,3.7742342948913574,1.5227581684484903e-07,nan,nan,10.35690689086914,0.0,0.8279508948326111,1.0000169277191162,1.7830582565991904e-09,45.0,4.704254479293013e-06,4240.0,0.47111111879348755
266,1.0,0.028889119625091553,-1.5987772941589355,-0.0014444560511037707,3.4017062187194824,3.4031505584716797,3.355817312922227e-08,nan,nan,3.4802682399749756,0.0,1.0976122617721558,1.0000070333480835,6.590367696013288e-10,26.0,4.702055321104126e-06,4256.0,0.47288888692855835
267,1.0,0.05841106176376343,-7.102424144744873,-0.0029205530881881714,3.4809749126434326,3.4838955402374268,1.5220985360997474e-08,0.0,-0.09211473166942596,2.1504197120666504,0.0,1.0369138717651367,1.0000016689300537,1.5666994090945963e-10,25.0,4.699848886957625e-06,4272.0,0.47466665506362915
268,1.0,0.07517901062965393,-13.036730766296387,-0.003758950624614954,3.4054343700408936,3.409193277359009,1.6627193843987698e-08,nan,nan,4.763715744018555,0.0,1.0083467960357666,1.0000100135803223,4.4151632350164505e-10,44.0,4.697634722106159e-06,4288.0,0.47644445300102234
269,1.0,0.1391865760087967,-13.917450904846191,-0.006959328893572092,3.906306266784668,3.9132657051086426,5.915940093359495e-08,nan,nan,3.933225154876709,0.0,0.9799336194992065,1.0000126361846924,5.94551963217782e-10,28.0,4.6954128265497275e-06,4304.0,0.47822222113609314
270,1.0,0.01840829849243164,-34.39885330200195,-0.0009204148664139211,3.8460886478424072,3.8470089435577393,2.2618515060912614e-08,nan,nan,6.27668571472168,0.0,0.8304797410964966,1.0000109672546387,2.3444074459533226e-10,28.0,4.693183200288331e-06,4320.0,0.47999998927116394
271,1.0,0.009372353553771973,-4.129583358764648,-0.00046861765440553427,3.7267298698425293,3.727198600769043,1.76215326774809e-08,0.0,-0.08470098674297333,3.6110501289367676,0.0,1.144911527633667,1.0,2.2215283779214445e-10,29.0,4.69094584332197e-06,4336.0,0.48177778720855713
272,1.0,0.14281705021858215,-11.49281120300293,-0.007140852510929108,3.9093027114868164,3.9164435863494873,3.432539941172763e-08,nan,nan,5.36653995513916,0.0,0.8049960136413574,1.0000030994415283,1.737529287115791e-10,23.0,4.688701210397994e-06,4352.0,0.48355555534362793
273,1.0,0.0450340211391449,-9.358497619628906,-0.0022517009638249874,3.8658769130706787,3.868128538131714,3.049297703228149e-08,0.0,-0.12878376245498657,4.811017036437988,0.0,1.160923719406128,0.9999964237213135,3.146266580600354e-10,39.0,4.6864488467690535e-06,4368.0,0.48533332347869873
274,1.0,0.11657929420471191,-14.81127643585205,-0.005828964989632368,3.637054443359375,3.64288330078125,2.7844139438570892e-08,0.0,-0.09315679967403412,6.731950759887695,0.0,0.961607813835144,0.9999969005584717,5.770433575413847e-10,42.0,4.684189207182499e-06,4384.0,0.4871111214160919
275,1.0,0.045371055603027344,-26.987092971801758,-0.002268553012982011,4.113396644592285,4.115665435791016,1.2076941224847815e-08,nan,nan,5.808621883392334,0.0,1.0011345148086548,0.9999973177909851,1.4767079226096769e-10,29.0,4.681921836890979e-06,4400.0,0.4888888895511627
276,1.0,0.07868117094039917,-25.79656410217285,-0.003934058826416731,3.7804815769195557,3.7844157218933105,9.771790132617753e-08,nan,nan,4.900970458984375,0.0,0.8580909967422485,1.0000123977661133,5.499002919684415e-10,40.0,4.679646735894494e-06,4416.0,0.4906666576862335
277,1.0,0.029300808906555176,-24.289236068725586,-0.0014650403754785657,3.9727590084075928,3.974224090576172,1.5899301430977175e-08,nan,nan,7.5329999923706055,0.0,0.832560658454895,0.9999860525131226,5.717277762329331e-10,30.0,4.677364358940395e-06,4432.0,0.4924444556236267
278,1.0,0.02772200107574463,-8.833732604980469,-0.0013860998442396522,3.6023671627044678,3.6037533283233643,1.8412714908322414e-08,0.0,-0.2910843789577484,4.347935199737549,0.0,0.8777530193328857,1.0000088214874268,8.9674612180346e-10,31.0,4.67507425128133e-06,4448.0,0.4942222237586975
279,1.0,0.11221778392791748,-0.33170557022094727,-0.0056108892895281315,3.787170886993408,3.7927818298339844,4.354993254906958e-09,0.0,-0.12039388716220856,5.14119291305542,0.0,0.9287453889846802,0.9999934434890747,2.0120521915245604e-10,20.0,4.672776412917301e-06,4464.0,0.4959999918937683
280,1.0,-0.0036069154739379883,7.5792646408081055,0.00018034572713077068,3.7880139350891113,3.7878336906433105,8.503898918377217e-09,0.0,-0.07179555296897888,4.060956954956055,0.0,1.0616934299468994,0.9999999403953552,1.8721071914917786e-10,22.0,4.6704712985956576e-06,4480.0,0.4977777898311615
281,1.0,0.10941474139690399,-6.087285995483398,-0.005470737349241972,3.6131157875061035,3.618586540222168,4.197787895066085e-09,nan,nan,3.8273510932922363,0.0,0.8012688755989075,0.9999929070472717,1.016951245436104e-10,28.0,4.6681589083164e-06,4496.0,0.4995555579662323
282,1.0,-0.008297979831695557,-8.48270034790039,0.00041489925934001803,3.6294028759002686,3.628988027572632,1.0188298205093815e-07,nan,nan,4.309267997741699,0.0,0.9420032501220703,1.0000181198120117,1.6401636715457357e-09,31.0,4.665838787332177e-06,4512.0,0.5013333559036255
283,1.0,-0.0014122426509857178,8.985831260681152,7.061194628477097e-05,3.851179361343384,3.8511087894439697,6.032605526229418e-09,0.0,-0.08831654489040375,3.7566537857055664,0.0,1.061938762664795,0.9999990463256836,1.2898067336397645e-10,13.0,4.663510935642989e-06,4528.0,0.5031111240386963
284,1.0,0.07227689027786255,5.95509672164917,-0.003613844281062484,3.835289478302002,3.8389034271240234,4.2833274704889845e-09,0.0,-0.013573155738413334,4.414243698120117,0.0,0.9870200753211975,0.9999960660934448,1.4129994396760992e-10,21.0,4.661175807996187e-06,4544.0,0.5048888921737671
285,1.0,-0.003422856330871582,-23.698162078857422,0.00017114292131736875,4.038924694061279,4.038753509521484,1.939883631507655e-08,nan,nan,5.444937705993652,0.0,1.0134756565093994,1.0000061988830566,5.306672878901963e-10,28.0,4.65883294964442e-06,4560.0,0.5066666603088379
286,1.0,0.034201472997665405,5.634165287017822,-0.0017100735567510128,3.3700671195983887,3.371777296066284,5.970988148362721e-09,nan,nan,3.4021482467651367,0.0,1.011612892150879,0.9999990463256836,1.6848188122420282e-10,25.0,4.656482815335039e-06,4576.0,0.5084444284439087
287,1.0,0.13269257545471191,-15.293781280517578,-0.006634628865867853,4.020933151245117,4.0275678634643555,5.4912483449243155e-08,0.0,-0.10068366676568985,5.093111038208008,0.0,0.7824917435646057,1.000009536743164,8.288798536426611e-10,30.0,4.654125405068044e-06,4592.0,0.5102221965789795
288,1.0,0.06961172819137573,-11.184337615966797,-0.003480586688965559,3.804612874984741,3.808093547821045,8.273393525826123e-09,0.0,-0.07505903393030167,4.867094039916992,0.0,1.0233666896820068,1.0000020265579224,1.6990604756461636e-10,27.0,4.651760264096083e-06,4608.0,0.5120000243186951
289,1.0,-0.012085705995559692,-12.021978378295898,0.0006042853929102421,3.820573329925537,3.8199689388275146,1.2049153674809077e-08,nan,nan,4.66254186630249,0.0,0.9818108677864075,1.0000033378601074,7.18176684788574e-10,30.0,4.6493878471665084e-06,4624.0,0.5137777924537659
290,1.0,0.06384068727493286,-11.888269424438477,-0.0031920343171805143,3.665829658508301,3.6690216064453125,9.117752775011922e-09,0.0,-0.17560935020446777,4.8483662605285645,0.0,1.0345988273620605,1.0000035762786865,1.8713895710842365e-10,36.0,4.647007699531969e-06,4640.0,0.5155555605888367
291,1.0,-0.02795964479446411,-36.354122161865234,0.0013979821233078837,3.961982011795044,3.9605839252471924,4.498629095905926e-07,nan,nan,13.799297332763672,0.0,0.864330530166626,1.000049352645874,6.215945536069967e-09,39.0,4.644620275939815e-06,4656.0,0.5173333287239075
292,1.0,0.09016543626785278,-19.148426055908203,-0.004508271813392639,3.4906985759735107,3.495206832885742,3.017406413619028e-08,nan,nan,5.650964736938477,0.0,0.9893655776977539,0.9999954104423523,1.2091104784062168e-09,38.0,4.642225576390047e-06,4672.0,0.5191110968589783
293,1.0,0.11664700508117676,-27.552623748779297,-0.005832349881529808,4.232936382293701,4.238768577575684,7.513645527978952e-08,0.0,-0.500457763671875,9.762250900268555,0.0,0.9635335803031921,1.000018835067749,2.5636905931492038e-09,31.0,4.639823600882664e-06,4688.0,0.5208888649940491
294,1.0,-0.034083008766174316,-12.365266799926758,0.0017041503451764584,3.7220208644866943,3.7203166484832764,2.2441520641791612e-08,0.0,-0.224684938788414,5.809038162231445,0.0,0.962552547454834,1.0000039339065552,2.0404347655933464e-10,21.0,4.637413894670317e-06,4704.0,0.5226666927337646
295,1.0,0.13149087131023407,-18.70542335510254,-0.006574543192982674,3.6247339248657227,3.6313085556030273,4.2753597995215387e-08,0.0,-0.2568110227584839,4.300045013427734,0.0,0.9714075326919556,1.0000176429748535,5.76762582138457e-10,30.0,4.634996912500355e-06,4720.0,0.5244444608688354
296,1.0,0.018667370080947876,-31.99540901184082,-0.0009333684574812651,4.077656269073486,4.07858943939209,1.913760350191751e-08,nan,nan,10.55402946472168,0.0,0.941439151763916,0.9999974370002747,4.2381387288514816e-10,33.0,4.632572199625429e-06,4736.0,0.5262222290039062
297,1.0,0.06402784585952759,-17.917648315429688,-0.0032013922464102507,3.7504220008850098,3.7536234855651855,1.4816516902271815e-08,0.0,-0.5496256351470947,7.291658401489258,0.0,1.0402390956878662,1.0000081062316895,3.752060051542827e-10,30.0,4.630140210792888e-06,4752.0,0.527999997138977
298,1.0,0.10940191149711609,-2.1460442543029785,-0.005470095667988062,3.3112711906433105,3.3167412281036377,6.001436680946881e-09,0.0,-0.15217261016368866,4.13021183013916,0.0,0.901168167591095,1.000002145767212,2.8292557185949363e-10,20.0,4.627701400750084e-06,4768.0,0.5297777652740479
299,1.0,0.045920372009277344,-6.456488132476807,-0.002296018647029996,3.62939453125,3.631690502166748,6.3253144944042106e-09,0.0,0.018011197447776794,3.7546727657318115,0.0,0.9478861689567566,0.9999955892562866,1.8168791471318002e-10,26.0,4.625254405254964e-06,4784.0,0.5315555334091187
300,1.0,0.05523961782455444,-18.659948348999023,-0.0027619809843599796,3.740880250930786,3.7436423301696777,7.2369750192535776e-09,nan,nan,3.5750672817230225,0.0,0.8730509877204895,1.0000061988830566,2.2754977069272542e-10,28.0,4.6228005885495804e-06,4800.0,0.5333333611488342
301,1.0,0.049094974994659424,-32.24567413330078,-0.0024547488428652287,3.6795756816864014,3.682030439376831,2.552968503266584e-09,nan,nan,6.245214462280273,0.0,0.8747128844261169,0.999997615814209,2.0709952849862212e-11,42.0,4.620339495886583e-06,4816.0,0.535111129283905
302,1.0,0.13266241550445557,-36.50581359863281,-0.006633121054619551,3.930565595626831,3.9371986389160156,4.997947300466876e-08,nan,nan,9.870342254638672,0.0,0.8718386292457581,1.0000176429748535,8.449005384214558e-10,29.0,4.61787067251862e-06,4832.0,0.5368888974189758
303,1.0,0.10536724328994751,-14.83366870880127,-0.00526836235076189,3.818998336791992,3.8242666721343994,3.1799359589967935e-08,nan,nan,3.9270401000976562,0.0,0.9039151668548584,0.9999947547912598,3.268176840265369e-10,35.0,4.6153945731930435e-06,4848.0,0.5386666655540466
304,1.0,0.15193629264831543,9.22840690612793,-0.007596814539283514,3.6702139377593994,3.6778106689453125,5.2277165707437234e-08,0.0,0.03393794968724251,2.8751142024993896,0.0,1.037224292755127,1.000002384185791,1.3792250674882212e-09,27.0,4.612911652657203e-06,4864.0,0.5404444336891174
305,1.0,0.15785540640354156,-13.936525344848633,-0.007892770692706108,3.9731662273406982,3.9810590744018555,1.561930318416671e-08,0.0,-0.024821624159812927,4.518899917602539,0.0,0.9373995661735535,1.0000085830688477,3.9961528530696455e-10,23.0,4.610421001416398e-06,4880.0,0.5422222018241882
306,1.0,0.10797585546970367,-2.246799945831299,-0.0053987931460142136,3.8472869396209717,3.8526856899261475,2.547669097907601e-08,nan,nan,5.513908386230469,0.0,0.9764257669448853,1.0000121593475342,6.875790492522071e-10,28.0,4.607923074217979e-06,4896.0,0.5440000295639038
307,1.0,0.13100701570510864,0.561704158782959,-0.006550351157784462,3.2806220054626465,3.287172317504883,1.4629601530202763e-08,0.0,-0.0298235435038805,2.4630584716796875,0.0,0.9147083163261414,1.000008463859558,5.113177103943656e-10,27.0,4.605417871061945e-06,4912.0,0.5457777976989746
308,1.0,0.02626316249370575,-20.77395248413086,-0.0013131580781191587,3.3374826908111572,3.3387959003448486,1.724564846483645e-08,nan,nan,7.273387908935547,0.0,0.9662164449691772,1.0000121593475342,9.499542263924354e-10,33.0,4.602904937200947e-06,4928.0,0.5475555658340454
309,1.0,-0.06373879313468933,2.4050583839416504,0.0031869402155280113,3.956848621368408,3.9536616802215576,1.8776150412236348e-08,0.0,-0.02795020118355751,2.180920124053955,0.0,1.0548733472824097,0.9999878406524658,2.377071040005063e-10,17.0,4.600385182129685e-06,4944.0,0.5493333339691162
310,1.0,-0.013242721557617188,-23.14560317993164,0.0006621360662393272,3.8355929851531982,3.834930896759033,7.004365087937003e-09,nan,nan,3.382019519805908,0.0,0.8571473360061646,0.9999979734420776,4.955526267114152e-11,27.0,4.597858151100809e-06,4960.0,0.551111102104187
311,1.0,0.02426806092262268,-18.653827667236328,-0.0012134030694141984,3.78367018699646,3.784883499145508,5.723886076225426e-08,nan,nan,7.77373743057251,0.0,1.0078411102294922,1.000015377998352,1.1229964735903764e-09,37.0,4.5953238441143185e-06,4976.0,0.5528888702392578
312,1.0,0.06801444292068481,-7.025548934936523,-0.0034007220529019833,3.9087460041046143,3.912146806716919,3.921893778624508e-07,nan,nan,4.50650691986084,0.0,1.0507171154022217,1.0000306367874146,3.0503490844324688e-09,19.0,4.592782261170214e-06,4992.0,0.5546666383743286
313,1.0,0.09100386500358582,-4.2433390617370605,-0.004550193436443806,3.834444284439087,3.8389945030212402,1.919144665407657e-08,nan,nan,6.343077659606934,0.0,1.0623600482940674,0.999996542930603,2.614738113526638e-11,25.0,4.590233402268495e-06,5008.0,0.5564444661140442
314,1.0,0.054426342248916626,-1.5835106372833252,-0.002721317345276475,3.447929620742798,3.450650930404663,8.807488427464705e-08,nan,nan,4.414404392242432,0.0,0.94268798828125,1.0000152587890625,8.191044509331391e-10,26.0,4.587677267409163e-06,5024.0,0.558222234249115
315,1.0,0.1067308783531189,-20.440898895263672,-0.005336543545126915,3.7289514541625977,3.734287977218628,1.0034835185024349e-07,0.0,-0.17007917165756226,6.462573528289795,0.0,0.8278036117553711,1.0000110864639282,2.2664339294209412e-09,31.0,4.585113856592216e-06,5040.0,0.5600000023841858
316,1.0,0.006264910101890564,-21.0465087890625,-0.0003132453712169081,3.9910364151000977,3.991349697113037,2.4410725885104512e-08,nan,nan,8.001136779785156,0.0,1.0549633502960205,0.9999984502792358,5.64216173781773e-10,23.0,4.582543169817654e-06,5056.0,0.5617777705192566
317,1.0,0.09083813428878784,-3.6065220832824707,-0.004541907459497452,3.6641416549682617,3.6686835289001465,2.0674566059142307e-08,0.0,-0.36810460686683655,3.9670984745025635,0.0,0.9819276332855225,1.0000046491622925,1.0367588038073805e-10,20.0,4.57996566183283e-06,5072.0,0.5635555386543274
318,1.0,0.0754520371556282,-16.38924789428711,-0.0037726014852523804,3.73473858833313,3.738511085510254,9.975780201898488e-09,nan,nan,5.1044464111328125,0.0,1.0048296451568604,0.9999985694885254,2.3659770323480878e-11,30.0,4.57738042314304e-06,5088.0,0.5653333067893982
319,1.0,0.027860194444656372,-19.62914276123047,-0.0013930096756666899,4.118819713592529,4.120212554931641,4.435886324927196e-09,nan,nan,7.293018341064453,0.0,1.1130484342575073,1.0000025033950806,4.873127248949949e-11,37.0,4.5747883632429875e-06,5104.0,0.5671111345291138
320,1.0,0.15337243676185608,-10.068719863891602,-0.007668621372431517,3.5791876316070557,3.5868563652038574,1.925858157392213e-07,nan,nan,2.7556686401367188,0.0,1.0041885375976562,1.0000178813934326,3.2576148445429e-09,24.0,4.5721890273853205e-06,5120.0,0.5688889026641846
